Ref. No., Name, Type, Part No., Line Number, Detailed Desc., Inlet L., Inlet W., Outlet L., Outlet W., Length, Insulation, Level, Room, Room Description, Building, Penetration Reference, Material, Fire Rating, Approved for Cons/Fab
20442/60920,NA, STRT, 17, /1DVF6527GL-, Rectangular Straight, 400, 400, 400, 400, 1200, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, Galvanised Steel Z600, E, No
20442/67206,NA, GASK, 18, /1DVF6527GL-, Rectangular Gasket, 400, 400, 400, 400, 3, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, NA, E, No
20442/60923,NA, STRT, 19, /1DVF6527GL-, Rectangular Straight, 400, 400, 400, 400, 1200, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, Galvanised Steel Z600, E, No
20442/67207,NA, GASK, 20, /1DVF6527GL-, Rectangular Gasket, 400, 400, 400, 400, 3, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, NA, E, No
20442/60927,NA, STRT, 21, /1DVF6527GL-, Rectangular Straight, 400, 400, 400, 400, 1060, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, Galvanised Steel Z600, E, No
20442/67208,NA, GASK, 22, /1DVF6527GL-, Rectangular Gasket, 400, 400, 400, 400, 3, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, NA, E, No
28634/28729,NA, OFST, 23, /1DVF6527GL-, Rectangular Mitred Offset, 400, 400, 400, 400, 1200, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/67209,NA, GASK, 24, /1DVF6527GL-, Rectangular Gasket, 400, 400, 400, 400, 3, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, NA, E, No
20442/60931,/1DVF6528RA-, DAMP, 25, /1DVF6527GL-, Volume Control Dampers, 400, 400, 400, 400, 200, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, Galvanised Steel, E, No
20442/67210,NA, GASK, 26, /1DVF6527GL-, Rectangular Gasket, 400, 400, 400, 400, 3, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, NA, E, No
28634/163,/1DVF6541BH-, MESH, 1, /1DVF6541GL-, Extract Air Grille - Single Deflection with Damper, 400, 400, 400, 400, 10, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, Extruded Aluminium, E, No
20442/67293,NA, GASK, 2, /1DVF6541GL-, Rectangular Gasket, 400, 400, 400, 400, 3, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, NA, E, No
20442/22676,NA, STRT, 3, /1DVF6541GL-, Rectangular Straight, 400, 500, 400, 500, 1200, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, Galvanised Steel Z600, E, No
20442/22676,/1DVF6541GLB0002T001, BRCO, 3, /1DVF6541GL-, Rectangular 90 degree Branch Connector, 400, 500, 400, 500, 100, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA,  Stainless Steel 304L, E, No
20442/67287,NA, GASK, 4, /1DVF6541GL-, Rectangular Gasket, 400, 500, 400, 500, 3, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, NA, E, No
20442/7224,NA, STRT, 5, /1DVF6541GL-, Rectangular Straight, 400, 500, 400, 500, 1200, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, Galvanised Steel Z600, E, No
20442/67288,NA, GASK, 6, /1DVF6541GL-, Rectangular Gasket, 500, 400, 500, 400, 3, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, NA, E, No
20442/7222,NA, STRT, 7, /1DVF6541GL-, Rectangular Straight, 500, 400, 500, 400, 1200, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, Galvanised Steel Z600, E, No
20442/7222,/1DVF6541GLB0002T002, BRCO, 7, /1DVF6541GL-, Rectangular 90 degree Branch Connector, 400, 500, 400, 500, 100, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA,  Stainless Steel 304L, E, No
20442/67289,NA, GASK, 8, /1DVF6541GL-, Rectangular Gasket, 500, 400, 500, 400, 3, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, NA, E, No
20442/7221,/1DVF6543RA-, DAMP, 9, /1DVF6541GL-, Volume Control Dampers, 500, 400, 500, 400, 200, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, Galvanised Steel, E, No
20442/67290,NA, GASK, 10, /1DVF6541GL-, Rectangular Gasket, 500, 400, 500, 400, 3, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, NA, E, No
28634/166,/1DVF6542BH-, MESH, 11, /1DVF6541GL-, Extract Air Grille - Single Deflection with Damper, 400, 400, 400, 400, 10, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, Extruded Aluminium, E, No
20442/67294,NA, GASK, 12, /1DVF6541GL-, Rectangular Gasket, 400, 400, 400, 400, 3, 0, 19, /1HFB1905ZL-, Telecom Room, 1HF Building, NA, NA, E, No
28634/179,/1DVF6544BH-, MESH, 1, /1DVF6544GL-, Extract Air Grille - Mesh, 1000, 800, 1000, 800, 10, 0, 19, /1HFB1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel, E, No
20442/67324,NA, GASK, 2, /1DVF6544GL-, Rectangular Gasket, 1000, 800, 1000, 800, 3, 0, 19, /1HFB1903ZL-, HVAC Room, 1HF Building, NA, NA, E, No
28634/178,/1DVF6545RA-, DAMP, 3, /1DVF6544GL-, Volume Control Dampers, 1000, 800, 1000, 800, 200, 0, 19, /1HFB1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel, E, No
20442/67323,NA, GASK, 4, /1DVF6544GL-, Rectangular Gasket, 800, 1000, 800, 1000, 3, 0, 19, /1HFB1903ZL-, HVAC Room, 1HF Building, NA, NA, E, No
20442/69291,NA, TAPE, 1, /1DVF6550GL-, Rectangular Taper, 600, 1000, 700, 1000, 385, 90, 19, /1HFB1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel Z600, EIS, No
20442/69292,NA, GASK, 2, /1DVF6550GL-, Rectangular Gasket, 700, 1000, 700, 1000, 3, 0, 19, /1HFB1903ZL-, HVAC Room, 1HF Building, NA, NA, EIS, No
20442/69293,NA, STRT, 3, /1DVF6550GL-, Rectangular Straight, 700, 1000, 700, 1000, 1200, 90, 19, /1HFB1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel Z600, EIS, No
20442/69294,NA, GASK, 4, /1DVF6550GL-, Rectangular Gasket, 700, 1000, 700, 1000, 3, 0, 19, /1HFB1903ZL-, HVAC Room, 1HF Building, NA, NA, EIS, No
20442/69666,NA, TAPE, 5, /1DVF6550GL-, Rectangular Taper, 700, 1000, 650, 1000, 950, 90, 19, /1HFB1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel Z600, EIS, No
20442/69296,NA, GASK, 6, /1DVF6550GL-, Rectangular Gasket, 650, 1000, 650, 1000, 3, 0, 19, /1HFB1903ZL-, HVAC Room, 1HF Building, NA, NA, EIS, No
20442/69297,NA, STRT, 7, /1DVF6550GL-, Rectangular Straight, 650, 1000, 650, 1000, 1200, 90, 19, /1HFB1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel Z600, EIS, No
20442/69297,/1DVF6550GLB0001T001, BRCO, 7, /1DVF6550GL-, Rectangular Boot Branch Connector, 650, 1000, 650, 1000, 200, 90, 19, /1HFB1903ZL-, HVAC Room, 1HF Building, NA,  Stainless Steel 304L, EIS, No
20442/69299,NA, GASK, 8, /1DVF6550GL-, Rectangular Gasket, 650, 1000, 650, 1000, 3, 0, 19, /1HFB1903ZL-, HVAC Room, 1HF Building, NA, NA, EIS, No
20442/69300,NA, STRT, 9, /1DVF6550GL-, Rectangular Straight, 650, 1000, 650, 1000, 100, 90, 19, /1HFB1903ZL-, HVAC Room, 1HF Building, /1HFB2301DBTV004, Stainless Steel 304L, EIS, No
20442/69300,NA, SKIR, 9, /1DVF6550GL-, Penetration Spool Plate, 650, 1000, 1025, 1350, 6, 0, 19, /1HFB1903ZL-, HVAC Room, 1HF Building, /1HFB2301DBTV004,  Stainless Steel 304L, EIS, No
20442/74757,NA, STRT, 1, /1DVF6590GL-, Rectangular Straight, 675, 1150, 675, 1150, 150, 0, 19, /1HFB1920ZL-, Room-HVAC, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/74757,NA, SKIR, 1, /1DVF6590GL-, Penetration Spool Plate, 675, 1150, 1013, 1625, 6, 0, 19, /1HFB1904ZL- /1HFB1920ZL-, I&C Relay Room, 1HF Building, /1HFA2301DBTV001,  Stainless Steel 304L, EIS, No
20442/74758,NA, GASK, 2, /1DVF6590GL-, Rectangular Gasket, 675, 1150, 675, 1150, 3, 0, 19, /1HFB1920ZL-, Room-HVAC, 1HF Building, NA, NA, No, No
20442/74759,NA, STRT, 3, /1DVF6590GL-, Rectangular Straight, 675, 1150, 675, 1150, 1600, 0, 19, /1HFB1920ZL-, Room-HVAC, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/74759,NA, BRCO, 3, /1DVF6590GL-, Rectangular Boot Branch Connector, 1150, 675, 1150, 675, 200, 0, 19, /1HFB1920ZL-, Room-HVAC, 1HF Building, NA, NA, No, No
20442/74763,NA, GASK, 4, /1DVF6590GL-, Rectangular Gasket, 1150, 675, 1150, 675, 3, 0, 19, /1HFB1920ZL-, Room-HVAC, 1HF Building, NA, NA, No, No
20442/74764,NA, TAPE, 5, /1DVF6590GL-, Rectangular Taper, 1150, 675, 895, 675, 720, 0, 19, /1HFB1920ZL-, Room-HVAC, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/74765,NA, GASK, 6, /1DVF6590GL-, Rectangular Gasket, 895, 675, 895, 675, 3, 0, 19, /1HFB1920ZL-, Room-HVAC, 1HF Building, NA, NA, No, No
20442/74775,NA, STRT, 7, /1DVF6590GL-, Rectangular Straight, 895, 675, 895, 675, 260, 0, 19, /1HFB1920ZL-, Room-HVAC, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/74776,NA, GASK, 8, /1DVF6590GL-, Rectangular Gasket, 895, 675, 895, 675, 3, 0, 19, /1HFB1920ZL-, Room-HVAC, 1HF Building, NA, NA, No, No
20442/74766,NA, BEND, 9, /1DVF6590GL-, Rectangular 90 degree Radiused Bend, 895, 675, 895, 675, 698, 0, 19, /1HFB1920ZL-, Room-HVAC, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/74767,NA, GASK, 10, /1DVF6590GL-, Rectangular Gasket, 895, 675, 895, 675, 3, 0, 19, /1HFB1920ZL-, Room-HVAC, 1HF Building, NA, NA, No, No
20442/74768,NA, STRT, 11, /1DVF6590GL-, Rectangular Straight, 895, 675, 895, 675, 200, 0, 19, /1HFB1920ZL-, Room-HVAC, 1HF Building, /1HFB1968VB-/001, Stainless Steel 304L, EIS, No
20442/74768,NA, SKIR, 11, /1DVF6590GL-, Penetration Spool Plate, 895, 675, 1233, 1013, 6, 0, 19, /1HFB1904ZL- /1HFB1920ZL-, I&C Relay Room, 1HF Building, /1HFB1968VB-/001,  Stainless Steel 304L, No, No
20442/47248,/1DVF6601BH-, GRIL, 1, /1DVF6601GL-, Inlet Triple Bank Lourve, 1200, 1200, 1200, 1200, 247, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
28634/24298,NA, GASK, 2, /1DVF6601GL-, Rectangular Gasket, 1200, 1200, 1200, 1200, 3, 0, va, Not Available, Not Available, 1HF Building, NA, NA, E, No
45018/437,NA, STRT, 3, /1DVF6601GL-, Rectangular Straight, 1200, 1200, 1200, 1200, 1800, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
45018/437,/1DVF6601GLB0001T001, BRCO, 3, /1DVF6601GL-, Rectangular Boot Branch Connector, 1200, 1200, 1200, 1200, 200, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
28634/24299,NA, GASK, 4, /1DVF6601GL-, Rectangular Gasket, 1200, 1200, 1200, 1200, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, E, No
20442/42855,NA, TRNS, 5, /1DVF6601GL-, Rectangular/Round Transition, 1200, 1200, 1000, 1000, 450, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
28634/24300,NA, GASK, 6, /1DVF6601GL-, Circular Gasket, 1000, 1000, 1000, 1000, 4, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, E, No
20442/42915,NA, FLEX, 7, /1DVF6601GL-, Circular Material Connection, 1000, 1000, 1000, 1000, 160, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
28634/24301,NA, GASK, 8, /1DVF6601GL-, Circular Gasket, 1000, 1000, 1000, 1000, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, E, No
20442/42854,/1DVF6603ZV-, HFAN, 9, /1DVF6601GL-, Undefined, 1000, 1000, 1000, 1000, 520, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
28634/24302,NA, GASK, 10, /1DVF6601GL-, Circular Gasket, 1000, 1000, 1000, 1000, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, E, No
20442/42852,NA, FLEX, 11, /1DVF6601GL-, Circular Material Connection, 1000, 1000, 1000, 1000, 160, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
28634/24303,NA, GASK, 12, /1DVF6601GL-, Circular Gasket, 1000, 1000, 1000, 1000, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, E, No
20442/47249,/1DVF6603BH-, GRIL, 1, /1DVF6602GL-, Inlet Triple Bank Lourve, 1200, 1200, 1200, 1200, 247, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
28634/24306,NA, GASK, 2, /1DVF6602GL-, Rectangular Gasket, 1200, 1200, 1200, 1200, 3, 0, va, Not Available, Not Available, 1HF Building, NA, NA, E, No
28634/18363,NA, TRNS, 1, /1DVF6603GL-, Rectangular/Round Transition, 1200, 1000, 1000, 1000, 500, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
28634/24304,NA, GASK, 2, /1DVF6603GL-, Rectangular Gasket, 1200, 1000, 1200, 1000, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, E, No
28634/18364,/1DVF6602RA-, DAMP, 3, /1DVF6603GL-, Isolating Power Damper, 1200, 1000, 1200, 1000, 200, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
28634/24305,NA, GASK, 4, /1DVF6603GL-, Rectangular Gasket, 1200, 1000, 1200, 1000, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, E, No
28634/18365,NA, STRT, 5, /1DVF6603GL-, Rectangular Straight, 1200, 1000, 1200, 1000, 100, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, /1HFB2367VBTV001, Stainless Steel 316L, E, No
28634/18365,NA, SKIR, 5, /1DVF6603GL-, Penetration Spool Plate, 1200, 1000, 1700, 1500, 6, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, /1HFB2367VBTV001, Stainless Steel 316L, E, No
28634/3259,NA, STRT, 1, /1DVF6613GL-, Rectangular Straight, 1000, 1200, 1000, 1200, 100, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, /1HFB2359VBTV001, Stainless Steel 316L, E, No
28634/3259,NA, SKIR, 1, /1DVF6613GL-, Penetration Spool Plate, 1000, 1200, 1405, 1650, 6, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, /1HFB2359VBTV001, Stainless Steel 316L, E, No
28634/25743,NA, GASK, 2, /1DVF6613GL-, Rectangular Gasket, 1000, 1200, 1000, 1200, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, E, No
28634/3258,NA, BEND, 3, /1DVF6613GL-, Rectangular 90 degree Radiused Bend, 1200, 1000, 1200, 1000, 1095, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
28634/25740,NA, GASK, 4, /1DVF6613GL-, Rectangular Gasket, 1000, 1200, 1000, 1200, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, E, No
36826/71,NA, TRNS, 5, /1DVF6613GL-, Rectangular/Round Transition, 1200, 1000, 1000, 1000, 350, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
28634/25741,NA, GASK, 6, /1DVF6613GL-, Circular Gasket, 1000, 1000, 1000, 1000, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, E, No
20442/23960,NA, FLEX, 7, /1DVF6613GL-, Circular Material Connection, 1000, 1000, 1000, 1000, 160, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
28634/25742,NA, GASK, 8, /1DVF6613GL-, Circular Gasket, 1000, 1000, 1000, 1000, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, E, No
36826/73,/1DVF6619ZV-, HFAN, 9, /1DVF6613GL-, Undefined, 1000, 1000, 1000, 1000, 520, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
28634/25744,NA, GASK, 10, /1DVF6613GL-, Circular Gasket, 1000, 1000, 1000, 1000, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, E, No
28634/4269,NA, FLEX, 11, /1DVF6613GL-, Circular Material Connection, 1000, 1000, 1000, 1000, 160, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
28634/25745,NA, GASK, 12, /1DVF6613GL-, Circular Gasket, 1000, 1000, 1000, 1000, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, E, No
36826/75,NA, TRNS, 13, /1DVF6613GL-, Rectangular/Round Transition, 1200, 1200, 1000, 1000, 500, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
28634/27028,NA, GASK, 14, /1DVF6613GL-, Rectangular Gasket, 1200, 1200, 1200, 1200, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, No, No
28634/11353,/1DVF6619RA-, DAMP, 1, /1DVF6620GL-, Isolating Power Damper, 1200, 1200, 1200, 1200, 200, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
28634/25747,NA, GASK, 2, /1DVF6620GL-, Rectangular Gasket, 1200, 1200, 1200, 1200, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, E, No
36826/5072,NA, STRT, 3, /1DVF6620GL-, Rectangular Straight, 1200, 1200, 1200, 1200, 529, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
28634/25748,NA, GASK, 4, /1DVF6620GL-, Rectangular Gasket, 1200, 1200, 1200, 1200, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, E, No
36826/77,NA, STRT, 5, /1DVF6620GL-, Rectangular Straight, 1200, 1200, 1200, 1200, 1500, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
36826/77,/1DVF6620GLB0001T001, BRCO, 5, /1DVF6620GL-, Rectangular 90 degree Branch Connector, 1200, 1200, 1200, 1200, 100, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
28634/25749,NA, GASK, 6, /1DVF6620GL-, Rectangular Gasket, 1200, 1200, 1200, 1200, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, E, No
20442/47237,/1DVF6620BW-, GRIL, 7, /1DVF6620GL-, Exhaust Double Bank Lourve, 1200, 1200, 1200, 1200, 195, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
28634/25750,NA, GASK, 1, /1DVF6699GL-, Rectangular Gasket, 1200, 1200, 1200, 1200, 3, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, NA, E, No
20442/47238,/1DVF6699BW-, GRIL, 2, /1DVF6699GL-, Exhaust Double Bank Lourve, 1200, 1200, 1200, 1200, 195, 0, 23, /1HFB2303ZL-, Roof Top, 1HF Building, NA, Stainless Steel 316L, E, No
20442/20793,/1DVF7102BH-, MESH, 1, /1DVF7102GL-, Extract Air Grille - Mesh, 900, 900, 900, 900, 10, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/65583,NA, GASK, 2, /1DVF7102GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, NA, EIS, No
20442/6097,/1DVF7101RA-, DAMP, 3, /1DVF7102GL-, Fire Damper, 900, 900, 900, 900, 300, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/65584,NA, GASK, 4, /1DVF7102GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, NA, NA, EIS, No
20442/6098,NA, STRT, 5, /1DVF7102GL-, Rectangular Straight, 900, 900, 900, 900, 550, 90, 0A, /1HFA0A01ZL- /1HFA0A02ZL-, Firefighting Lobby, 1HF Building, /1HFA0A51VBTV001, Stainless Steel 304L, EIS, Yes
20442/6098,NA, SKIR, 5, /1DVF7102GL-, Penetration Spool Plate, 900, 900, 1450, 1450, 6, 90, 0A, /1HFA0A02ZL-, Firefighting Stairs, 1HF Building, /1HFA0A51VBTV001, Stainless Steel 304L, EIS, Yes
20442/65585,NA, GASK, 6, /1DVF7102GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 90, 0A, /1HFA0A01ZL-, Firefighting Lobby, 1HF Building, NA, NA, EIS, No
20442/6099,/1DVF7102BW-, MESH, 7, /1DVF7102GL-, Supply Air Grille - Mesh, 900, 900, 900, 900, 10, 90, 0A, /1HFA0A01ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/7908,/1DVF7124BH-, MESH, 1, /1DVF7124GL-, Extract Air Grille - Mesh, 900, 900, 900, 900, 10, 0, 0A, /1HFB0A02ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/67326,NA, GASK, 2, /1DVF7124GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 0, 0A, /1HFB0A02ZL-, Firefighting Stairs, 1HF Building, NA, NA, EIS, No
20442/6132,/1DVF7123RA-, DAMP, 3, /1DVF7124GL-, Fire Damper, 900, 900, 900, 900, 300, 90, 0A, /1HFB0A02ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/67327,NA, GASK, 4, /1DVF7124GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 0, 0A, /1HFB0A02ZL-, Firefighting Stairs, 1HF Building, NA, NA, EIS, No
20442/6133,NA, STRT, 5, /1DVF7124GL-, Rectangular Straight, 900, 900, 900, 900, 550, 90, 0A, /1HFB0A01ZL- /1HFB0A02ZL-, Firefighting Lobby, 1HF Building, /1HFB0A08VBTV001, Stainless Steel 304L, EIS, Yes
20442/6133,NA, SKIR, 5, /1DVF7124GL-, Penetration Spool Plate, 900, 900, 1450, 1450, 6, 0, 0A, /1HFB0A02ZL-, Firefighting Stairs, 1HF Building, /1HFB0A08VBTV001, Stainless Steel 304L, EIS, Yes
20442/67328,NA, GASK, 6, /1DVF7124GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 0, 0A, /1HFB0A01ZL-, Firefighting Lobby, 1HF Building, NA, NA, EIS, No
20442/6134,/1DVF7124BW-, MESH, 7, /1DVF7124GL-, Supply Air Grille - Mesh, 900, 900, 900, 900, 10, 0, 0A, /1HFB0A01ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/68142,NA, GASK, 1, /1DVF7201GL-, Rectangular Gasket, 800, 800, 800, 800, 3, 0, 04, /1HFA0402ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/68133,/1DVF7201BW-, MESH, 2, /1DVF7201GL-, Supply Air Grille - Single Deflection with Damper, 800, 800, 800, 800, 10, 0, 04, /1HFA0402ZL-, Firefighting Stairs, 1HF Building, NA, Extruded Aluminium, No, No
20442/7949,/1DVF7203BH-, MESH, 1, /1DVF7203GL-, Extract Air Grille - Mesh, 900, 900, 900, 900, 10, 90, 04, /1HFA0402ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/65587,NA, GASK, 2, /1DVF7203GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 90, 04, /1HFA0402ZL-, Firefighting Stairs, 1HF Building, NA, NA, EIS, No
20442/6138,/1DVF7202RA-, DAMP, 3, /1DVF7203GL-, Fire Damper, 900, 900, 900, 900, 300, 90, 04, /1HFA0402ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/65588,NA, GASK, 4, /1DVF7203GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 90, 04, /1HFA0402ZL-, Firefighting Stairs, 1HF Building, NA, NA, EIS, No
20442/47369,NA, STRT, 5, /1DVF7203GL-, Rectangular Straight, 900, 900, 900, 900, 550, 90, 04, /1HFA0401ZL- /1HFA0402ZL-, Firefighting Lobby, 1HF Building, /1HFA0456VBTV001, Stainless Steel 304L, EIS, Yes
20442/47369,NA, SKIR, 5, /1DVF7203GL-, Penetration Spool Plate, 900, 900, 1450, 1275, 6, 90, 04, /1HFA0402ZL-, Firefighting Stairs, 1HF Building, /1HFA0456VBTV001, Stainless Steel 304L, EIS, Yes
20442/65589,NA, GASK, 6, /1DVF7203GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 90, 04, /1HFA0401ZL-, Firefighting Lobby, 1HF Building, NA, NA, EIS, No
20442/6140,/1DVF7203BW-, MESH, 7, /1DVF7203GL-, Supply Air Grille - Mesh, 900, 900, 900, 900, 10, 90, 04, /1HFA0401ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/68155,NA, GASK, 1, /1DVF7207GL-, Rectangular Gasket, 800, 900, 800, 900, 3, 0, 04, /1HFB0402ZL-, Firefighting Stairs, 1HF Building, NA, NA, No, No
20442/68156,/1DVF7221BW-, MESH, 2, /1DVF7207GL-, Supply Air Grille - Single Deflection with Damper, 800, 900, 800, 900, 10, 0, 04, /1HFB0402ZL-, Firefighting Stairs, 1HF Building, NA, Extruded Aluminium, No, No
20442/7912,/1DVF7223BH-, MESH, 1, /1DVF7223GL-, Extract Air Grille - Mesh, 900, 900, 900, 900, 10, 0, 04, /1HFB0402ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, EIS, No
20442/67349,NA, GASK, 2, /1DVF7223GL-, Rectangular Gasket, 900, 900, 900, 900, 3, 0, 04, /1HFB0402ZL-, Firefighting Stairs, 1HF Building, NA, NA, EIS, No
20442/6143,/1DVF7222RA-, DAMP, 3, /1DVF7223GL-, Fire Damper, 900, 900, 900, 900, 300, 90, 04, /1HFB0402ZL-, Firefighting Stairs, 1HF Building, NA, Stainless Steel 304L, EIS, No
