Flange Reference, Duct Reference, PDMS Duct Type, Line Number, Flange Height, Duct Length A (mm), Duct Width B (mm), Level
20442/21991/40B, 20442/21991, STRT, /1DVF4505GL-, 40, 250, 250, 19
20442/21990/40A, 20442/21990, STRT, /1DVF4505GL-, 40, 250, 250, 19
20442/21990/40B, 20442/21990, STRT, /1DVF4505GL-, 40, 250, 250, 19
20442/21990/40C, 20442/21990, BRCO, /1DVF4505GL-, 40, 200, 100, 19
20442/58584/40A, 20442/58584, STRT, /1DVF4505GL-, 40, 250, 250, 19
20442/58584/40B, 20442/58584, STRT, /1DVF4505GL-, 40, 250, 250, 19
20442/58584/40C, 20442/58584, BRCO, /1DVF4505GL-, 40, 100, 100, 19
20442/58588/40A, 20442/58588, STRT, /1DVF4505GL-, 40, 250, 250, 19
20442/58588/40B, 20442/58588, STRT, /1DVF4505GL-, 40, 250, 250, 19
20442/58589/40A, 20442/58589, OFST, /1DVF4505GL-, 40, 250, 250, 19
20442/58589/40B, 20442/58589, OFST, /1DVF4505GL-, 40, 250, 250, 19
20442/58590/40A, 20442/58590, STRT, /1DVF4505GL-, 40, 250, 250, 19
20442/58590/40B, 20442/58590, STRT, /1DVF4505GL-, 40, 250, 250, 19
20442/58592/40A, 20442/58592, STRT, /1DVF4505GL-, 40, 250, 250, 19
20442/58592/40B, 20442/58592, STRT, /1DVF4505GL-, 40, 250, 250, 19
20442/58595/40A, 20442/58595, TAPE, /1DVF4505GL-, 40, 250, 250, 19
20442/58595/40B, 20442/58595, TAPE, /1DVF4505GL-, 40, 300, 250, 19
20442/58596/40A, 20442/58596, STRT, /1DVF4505GL-, 40, 300, 250, 19
20442/58596/40B, 20442/58596, STRT, /1DVF4505GL-, 40, 300, 250, 19
20442/58596/40C, 20442/58596, BRCO, /1DVF4505GL-, 40, 150, 100, 19
20442/58598/40A, 20442/58598, STRT, /1DVF4505GL-, 40, 300, 250, 19
20442/58598/40B, 20442/58598, STRT, /1DVF4505GL-, 40, 300, 250, 19
20442/58601/40A, 20442/58601, STRT, /1DVF4505GL-, 40, 300, 250, 19
20442/58601/40B, 20442/58601, STRT, /1DVF4505GL-, 40, 300, 250, 19
20442/58602/40A, 20442/58602, STRT, /1DVF4505GL-, 40, 300, 250, 19
20442/58602/40B, 20442/58602, STRT, /1DVF4505GL-, 40, 300, 250, 19
20442/58604/40A, 20442/58604, STRT, /1DVF4505GL-, 40, 300, 250, 19
20442/58604/40B, 20442/58604, STRT, /1DVF4505GL-, 40, 300, 250, 19
20442/5376/40A, 20442/5376, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/5376/40B, 20442/5376, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/35929/40A, 20442/35929, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/35929/40B, 20442/35929, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/22012/40A, 20442/22012, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/22012/40B, 20442/22012, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/22013/40A, 20442/22013, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/22013/40B, 20442/22013, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/22014/40A, 20442/22014, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/22014/40B, 20442/22014, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/58621/40A, 20442/58621, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/58621/40B, 20442/58621, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/58622/40A, 20442/58622, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/58622/40B, 20442/58622, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/58623/40A, 20442/58623, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/58623/40B, 20442/58623, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/58626/40A, 20442/58626, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/58626/40B, 20442/58626, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/58627/40A, 20442/58627, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/58627/40B, 20442/58627, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/58630/40A, 20442/58630, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/58630/40B, 20442/58630, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/58631/40A, 20442/58631, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/58631/40B, 20442/58631, STRT, /1DVF4510GL-, 40, 100, 100, 19
20442/58635/40A, 20442/58635, OFST, /1DVF4510GL-, 40, 100, 100, 19
20442/58635/40B, 20442/58635, OFST, /1DVF4510GL-, 40, 100, 100, 19
28634/7923/50A, 28634/7923, TAPE, /1DVF4512GL-, 50, 850, 800, 19
28634/7923/50B, 28634/7923, TAPE, /1DVF4512GL-, 50, 750, 700, 19
20442/36099/40A, 20442/36099, STRT, /1DVF4513GL-, 40, 100, 150, 19
20442/36099/40B, 20442/36099, STRT, /1DVF4513GL-, 40, 100, 150, 19
20442/34558/50B, 20442/34558, STRT, /1DVF4514GL-, 0, 850, 800, 23
20442/25827/50A, 20442/25827, STRT, /1DVF4514GL-, 50, 850, 800, 19
20442/25827/50B, 20442/25827, STRT, /1DVF4514GL-, 50, 850, 800, 19
28634/5192/50A, 28634/5192, STRT, /1DVF4514GL-, 50, 850, 800, 19
28634/5192/50B, 28634/5192, STRT, /1DVF4514GL-, 50, 850, 800, 19
20442/25828/50A, 20442/25828, STRT, /1DVF4514GL-, 50, 800, 850, 19
20442/25828/50B, 20442/25828, STRT, /1DVF4514GL-, 50, 800, 850, 19
20442/25828/50C, 20442/25828, BRCO, /1DVF4514GL-, 50, 700, 750, 19
36826/3981/50A, 36826/3981, STRT, /1DVF4517GL-, 50, 700, 750, 19
36826/3981/50B, 36826/3981, STRT, /1DVF4517GL-, 50, 700, 750, 19
36826/3981/50C, 36826/3981, BRCO, /1DVF4517GL-, 50, 700, 750, 19
36826/3982/50A, 36826/3982, TAPE, /1DVF4517GL-, 50, 700, 750, 19
36826/3982/50B, 36826/3982, TAPE, /1DVF4517GL-, 50, 400, 600, 19
36826/3983/50A, 36826/3983, STRT, /1DVF4517GL-, 50, 400, 600, 19
36826/3983/50B, 36826/3983, STRT, /1DVF4517GL-, 50, 400, 600, 19
36826/3983/50C, 36826/3983, BRCO, /1DVF4517GL-, 50, 350, 400, 19
36826/3984/50A, 36826/3984, TAPE, /1DVF4517GL-, 50, 400, 600, 19
36826/3984/40C, 36826/3984, BRCO, /1DVF4517GL-, 40, 250, 300, 19
36826/3984/40D, 36826/3984, BRCO, /1DVF4517GL-, 40, 300, 300, 19
20442/25998/50A, 20442/25998, STRT, /1DVF4517GL-, 50, 700, 750, 19
20442/25998/50B, 20442/25998, STRT, /1DVF4517GL-, 50, 700, 750, 19
28634/7912/50A, 28634/7912, STRT, /1DVF4522GL-, 50, 700, 750, 19
28634/7912/50B, 28634/7912, STRT, /1DVF4522GL-, 50, 700, 750, 19
28634/7913/50A, 28634/7913, BEND, /1DVF4522GL-, 50, 750, 700, 19
28634/7913/50B, 28634/7913, BEND, /1DVF4522GL-, 50, 750, 700, 19
28634/23216/40A, 28634/23216, STRT, /1DVF4534GL-, 40, 300, 300, 19
28634/23216/40B, 28634/23216, STRT, /1DVF4534GL-, 40, 300, 300, 19
20442/30786/50A, 20442/30786, STRT, /1DVF4602GL-, 50, 400, 300, 23
20442/30786/50B, 20442/30786, STRT, /1DVF4602GL-, 50, 400, 300, 23
20442/66022/50A, 20442/66022, TAPE, /1DVF4602GL-, 50, 400, 300, 23
20442/66022/50B, 20442/66022, TAPE, /1DVF4602GL-, 50, 400, 350, 23
20442/7082/50A, 20442/7082, STRT, /1DVF4602GL-, 50, 400, 350, 23
20442/7082/50B, 20442/7082, STRT, /1DVF4602GL-, 50, 400, 350, 23
20442/7082/40C, 20442/7082, BRCO, /1DVF4602GL-, 40, 150, 200, 23
20442/21880/50A, 20442/21880, STRT, /1DVF4602GL-, 50, 400, 350, 23
20442/21880/50B, 20442/21880, STRT, /1DVF4602GL-, 50, 400, 350, 23
20442/5478/50A, 20442/5478, STRT, /1DVF4701GL-, 50, 400, 250, 27
20442/5478/50B, 20442/5478, STRT, /1DVF4701GL-, 50, 400, 250, 27
20442/5477/50A, 20442/5477, BEND, /1DVF4701GL-, 50, 250, 400, 27
20442/5477/50B, 20442/5477, BEND, /1DVF4701GL-, 50, 250, 400, 27
20442/66053/50A, 20442/66053, TAPE, /1DVF4701GL-, 50, 250, 400, 27
20442/66053/50B, 20442/66053, TAPE, /1DVF4701GL-, 50, 300, 400, 27
20442/5475/50A, 20442/5475, STRT, /1DVF4701GL-, 50, 300, 400, 27
20442/5475/50B, 20442/5475, STRT, /1DVF4701GL-, 50, 300, 400, 27
20442/5475/40C, 20442/5475, BRCO, /1DVF4701GL-, 40, 200, 200, 27
36826/829/50A, 36826/829, STRT, /1DVF4701GL-, 50, 400, 300, 27
36826/829/50B, 36826/829, STRT, /1DVF4701GL-, 50, 400, 300, 27
20442/7088/40A, 20442/7088, STRT, /1DVF4706GL-, 40, 300, 200, 27
20442/7088/40B, 20442/7088, STRT, /1DVF4706GL-, 40, 300, 200, 27
28634/23215/40A, 28634/23215, STRT, /1DVF4706GL-, 40, 300, 200, 27
28634/23215/40B, 28634/23215, STRT, /1DVF4706GL-, 40, 300, 200, 27
20442/5499/50A, 20442/5499, BEND, /1DVF5101GL-, 50, 1000, 800, 0A
20442/5499/50B, 20442/5499, BEND, /1DVF5101GL-, 50, 1000, 800, 0A
20442/5500/50A, 20442/5500, STRT, /1DVF5101GL-, 50, 800, 1000, 0A
20442/5500/50B, 20442/5500, STRT, /1DVF5101GL-, 50, 800, 1000, 0A
20442/22710/50A, 20442/22710, STRT, /1DVF5101GL-, 50, 1000, 800, 0A
20442/22710/50B, 20442/22710, STRT, /1DVF5101GL-, 50, 1000, 800, 0A
20442/5501/50A, 20442/5501, BEND, /1DVF5101GL-, 50, 800, 1000, 0A
20442/5501/50B, 20442/5501, BEND, /1DVF5101GL-, 50, 800, 1000, 0A
20442/8087/50A, 20442/8087, STRT, /1DVF5101GL-, 50, 800, 1000, 0A
20442/8087/50B, 20442/8087, STRT, /1DVF5101GL-, 50, 800, 1000, 0A
20442/20643/50A, 20442/20643, STRT, /1DVF5101GL-, 50, 800, 1000, 0A
20442/20643/50B, 20442/20643, STRT, /1DVF5101GL-, 50, 800, 1000, 0A
20442/20644/50A, 20442/20644, STRT, /1DVF5101GL-, 50, 800, 1000, 0A
20442/20644/50B, 20442/20644, STRT, /1DVF5101GL-, 50, 800, 1000, 0A
20442/20644/40C, 20442/20644, BRCO, /1DVF5101GL-, 40, 900, 900, 0A
20442/20645/50A, 20442/20645, STRT, /1DVF5102GL-, 50, 800, 1000, 0A
20442/20645/50B, 20442/20645, STRT, /1DVF5102GL-, 50, 800, 1000, 0A
20442/5531/50B, 20442/5531, STRT, /1DVF5111GL-, 0, 700, 900, 0A
20442/5531/40C, 20442/5531, BRCO, /1DVF5111GL-, 40, 800, 800, 0A
20442/5533/50A, 20442/5533, STRT, /1DVF5111GL-, 50, 700, 900, 0A
20442/5533/50B, 20442/5533, STRT, /1DVF5111GL-, 50, 700, 900, 0A
20442/5533/40C, 20442/5533, BRCO, /1DVF5111GL-, 40, 800, 800, 0A
20442/23914/50A, 20442/23914, STRT, /1DVF5111GL-, 50, 700, 900, 0A
20442/23914/50B, 20442/23914, STRT, /1DVF5111GL-, 50, 700, 900, 0A
20442/5535/50A, 20442/5535, STRT, /1DVF5111GL-, 50, 700, 900, 0A
20442/5535/50B, 20442/5535, STRT, /1DVF5111GL-, 50, 700, 900, 0A
20442/5535/40C, 20442/5535, BRCO, /1DVF5111GL-, 40, 800, 800, 0A
20442/23913/50A, 20442/23913, OFST, /1DVF5111GL-, 50, 700, 900, 0A
20442/23913/50B, 20442/23913, OFST, /1DVF5111GL-, 50, 700, 900, 0A
28634/11248/50A, 28634/11248, BEND, /1DVF5111GL-, 50, 900, 700, 0A
28634/11248/50B, 28634/11248, BEND, /1DVF5111GL-, 50, 900, 700, 0A
20442/5539/50A, 20442/5539, STRT, /1DVF5111GL-, 50, 900, 700, 0A
20442/5539/50B, 20442/5539, STRT, /1DVF5111GL-, 50, 900, 700, 0A
20442/72257/50A, 20442/72257, STRT, /1DVF5111GL-, 50, 900, 700, 0A
20442/72257/50B, 20442/72257, STRT, /1DVF5111GL-, 50, 900, 700, 0A
20442/72254/50A, 20442/72254, TAPE, /1DVF5150GL-, 50, 700, 900, 0A
20442/72254/50B, 20442/72254, TAPE, /1DVF5150GL-, 50, 600, 1000, 0A
20442/72256/50A, 20442/72256, BEND, /1DVF5150GL-, 50, 600, 1000, 0A
20442/72256/50B, 20442/72256, BEND, /1DVF5150GL-, 50, 600, 1000, 0A
28634/26830/50A, 28634/26830, STRT, /1DVF5150GL-, 50, 600, 1000, 0A
28634/26830/50B, 28634/26830, STRT, /1DVF5150GL-, 50, 600, 1000, 0A
20442/20647/50B, 20442/20647, STRT, /1DVF5190GL-, 0, 800, 1000, 0A
20442/5553/50A, 20442/5553, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/5553/50B, 20442/5553, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/20664/50A, 20442/20664, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/20664/50B, 20442/20664, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/5554/50A, 20442/5554, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/5554/50B, 20442/5554, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/5555/50A, 20442/5555, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/5555/50B, 20442/5555, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/20665/50A, 20442/20665, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/20665/50B, 20442/20665, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/20666/50A, 20442/20666, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/20666/50B, 20442/20666, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/5556/50A, 20442/5556, BEND, /1DVF5204GL-, 50, 500, 500, 04
20442/5556/50B, 20442/5556, BEND, /1DVF5204GL-, 50, 500, 500, 04
20442/58794/50A, 20442/58794, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58794/50B, 20442/58794, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58795/50A, 20442/58795, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58795/50B, 20442/58795, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58798/50A, 20442/58798, OFST, /1DVF5204GL-, 50, 500, 500, 04
20442/58798/50B, 20442/58798, OFST, /1DVF5204GL-, 50, 500, 500, 04
20442/58799/50A, 20442/58799, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58799/50B, 20442/58799, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58802/50A, 20442/58802, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58802/50B, 20442/58802, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58803/50A, 20442/58803, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58803/50B, 20442/58803, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58806/50A, 20442/58806, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58806/50B, 20442/58806, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58901/50A, 20442/58901, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58901/50B, 20442/58901, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58906/50A, 20442/58906, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58906/50B, 20442/58906, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58909/50A, 20442/58909, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58909/50B, 20442/58909, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58914/50A, 20442/58914, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58914/50B, 20442/58914, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58915/50A, 20442/58915, BEND, /1DVF5204GL-, 50, 500, 500, 04
20442/58915/50B, 20442/58915, BEND, /1DVF5204GL-, 50, 500, 500, 04
20442/58916/50A, 20442/58916, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58916/50B, 20442/58916, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58920/50A, 20442/58920, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58920/50B, 20442/58920, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58922/50A, 20442/58922, BEND, /1DVF5204GL-, 50, 500, 500, 04
20442/58922/50B, 20442/58922, BEND, /1DVF5204GL-, 50, 500, 500, 04
20442/58923/50A, 20442/58923, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58923/50B, 20442/58923, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58923/40C, 20442/58923, BRCO, /1DVF5204GL-, 40, 500, 400, 04
20442/58927/50A, 20442/58927, STRT, /1DVF5204GL-, 50, 500, 500, 04
20442/58927/40C, 20442/58927, BRCO, /1DVF5204GL-, 40, 500, 400, 04
20442/20649/50B, 20442/20649, STRT, /1DVF5210GL-, 0, 900, 800, 04
20442/20654/50A, 20442/20654, BEND, /1DVF5210GL-, 50, 800, 900, 04
20442/20654/40B, 20442/20654, BEND, /1DVF5210GL-, 50, 700, 900, 04
20442/20656/50B, 20442/20656, STRT, /1DVF5212GL-, 0, 900, 800, 04
20442/20657/50A, 20442/20657, BEND, /1DVF5212GL-, 50, 800, 900, 04
20442/20657/40B, 20442/20657, BEND, /1DVF5212GL-, 50, 700, 900, 04
20442/20661/50B, 20442/20661, STRT, /1DVF5214GL-, 0, 800, 900, 04
20442/20659/50A, 20442/20659, BEND, /1DVF5214GL-, 50, 800, 900, 04
20442/20659/40B, 20442/20659, BEND, /1DVF5214GL-, 50, 700, 900, 04
20442/20485/50B, 20442/20485, STRT, /1DVF5220GL-, 0, 500, 500, 04
20442/20485/40C, 20442/20485, BRCO, /1DVF5220GL-, 40, 500, 400, 04
20442/20471/50A, 20442/20471, STRT, /1DVF5221GL-, 50, 500, 500, 04
20442/20471/50B, 20442/20471, STRT, /1DVF5221GL-, 50, 500, 500, 04
20442/20471/40C, 20442/20471, BRCO, /1DVF5221GL-, 40, 500, 400, 04
20442/72308/50A, 20442/72308, OFST, /1DVF5221GL-, 50, 500, 500, 04
20442/72308/50B, 20442/72308, OFST, /1DVF5221GL-, 50, 500, 500, 04
20442/7099/50A, 20442/7099, STRT, /1DVF5225GL-, 50, 800, 1000, 04
20442/7099/40C, 20442/7099, BRCO, /1DVF5225GL-, 40, 1000, 800, 04
20442/7097/50A, 20442/7097, STRT, /1DVF5225GL-, 50, 1000, 800, 04
20442/7097/50B, 20442/7097, STRT, /1DVF5225GL-, 50, 1000, 800, 04
20442/7097/40C, 20442/7097, BRCO, /1DVF5225GL-, 40, 1000, 800, 04
20442/7095/50A, 20442/7095, STRT, /1DVF5225GL-, 50, 1000, 800, 04
20442/7095/50B, 20442/7095, STRT, /1DVF5225GL-, 50, 1000, 800, 04
20442/7095/40C, 20442/7095, BRCO, /1DVF5225GL-, 40, 1000, 800, 04
36826/874/50A, 36826/874, STRT, /1DVF5225GL-, 50, 1000, 800, 04
36826/874/50B, 36826/874, STRT, /1DVF5225GL-, 50, 1000, 800, 04
36826/864/50A, 36826/864, STRT, /1DVF5225GL-, 50, 800, 1000, 04
36826/864/50B, 36826/864, STRT, /1DVF5225GL-, 50, 800, 1000, 04
28634/26850/50A, 28634/26850, STRT, /1DVF5250GL-, 50, 600, 1000, 04
28634/26850/50B, 28634/26850, STRT, /1DVF5250GL-, 50, 600, 1000, 04
28634/26852/50A, 28634/26852, TAPE, /1DVF5250GL-, 50, 600, 1000, 04
28634/26852/50B, 28634/26852, TAPE, /1DVF5250GL-, 50, 650, 1000, 04
28634/26854/50A, 28634/26854, STRT, /1DVF5250GL-, 50, 650, 1000, 04
28634/26854/50B, 28634/26854, STRT, /1DVF5250GL-, 50, 650, 1000, 04
28634/26854/50C, 28634/26854, BRCO, /1DVF5250GL-, 50, 500, 500, 04
28634/26857/50A, 28634/26857, STRT, /1DVF5250GL-, 50, 650, 1000, 04
28634/26857/50B, 28634/26857, STRT, /1DVF5250GL-, 50, 650, 1000, 04
28634/26859/50A, 28634/26859, STRT, /1DVF5250GL-, 50, 650, 1000, 04
28634/26859/50B, 28634/26859, STRT, /1DVF5250GL-, 50, 650, 1000, 04
28634/26859/50C, 28634/26859, BRCO, /1DVF5250GL-, 50, 1000, 800, 04
20442/69303/50A, 20442/69303, STRT, /1DVF5250GL-, 50, 650, 1000, 04
20442/69303/50B, 20442/69303, STRT, /1DVF5250GL-, 50, 650, 1000, 04
20442/69305/50A, 20442/69305, TAPE, /1DVF5250GL-, 50, 650, 1000, 04
20442/69305/50B, 20442/69305, TAPE, /1DVF5250GL-, 50, 600, 1000, 04
20442/69307/50A, 20442/69307, STRT, /1DVF5250GL-, 50, 600, 1000, 04
20442/69307/50B, 20442/69307, STRT, /1DVF5250GL-, 50, 600, 1000, 04
20442/69379/50A, 20442/69379, STRT, /1DVF5290GL-, 50, 1000, 600, 04
20442/69379/50B, 20442/69379, STRT, /1DVF5290GL-, 50, 1000, 600, 04
20442/69376/50A, 20442/69376, TAPE, /1DVF5290GL-, 50, 650, 1000, 04
20442/69376/50B, 20442/69376, TAPE, /1DVF5290GL-, 50, 600, 1000, 04
20442/69376/50C, 20442/69376, BRCO, /1DVF5290GL-, 50, 500, 500, 04
20442/69374/50A, 20442/69374, STRT, /1DVF5290GL-, 50, 1000, 650, 04
20442/69374/50B, 20442/69374, STRT, /1DVF5290GL-, 50, 1000, 650, 04
20442/69372/50A, 20442/69372, STRT, /1DVF5290GL-, 50, 1000, 650, 04
20442/69372/50B, 20442/69372, STRT, /1DVF5290GL-, 50, 1000, 650, 04
20442/69370/50A, 20442/69370, STRT, /1DVF5290GL-, 50, 1000, 650, 04
20442/69370/50B, 20442/69370, STRT, /1DVF5290GL-, 50, 1000, 650, 04
20442/22751/50A, 20442/22751, STRT, /1DVF5301GL-, 50, 800, 700, 10
20442/22751/50B, 20442/22751, STRT, /1DVF5301GL-, 50, 800, 700, 10
20442/5637/50A, 20442/5637, STRT, /1DVF5301GL-, 50, 800, 700, 10
20442/5637/50B, 20442/5637, STRT, /1DVF5301GL-, 50, 800, 700, 10
20442/5637/40C, 20442/5637, BRCO, /1DVF5301GL-, 40, 800, 700, 10
20442/5639/50A, 20442/5639, STRT, /1DVF5301GL-, 50, 800, 700, 10
20442/5639/50B, 20442/5639, STRT, /1DVF5301GL-, 50, 800, 700, 10
20442/5639/40C, 20442/5639, BRCO, /1DVF5301GL-, 40, 800, 700, 10
20442/5641/50A, 20442/5641, STRT, /1DVF5301GL-, 50, 800, 700, 10
20442/5641/40C, 20442/5641, BRCO, /1DVF5301GL-, 40, 800, 700, 10
20442/5655/50A, 20442/5655, STRT, /1DVF5311GL-, 50, 700, 700, 10
20442/5655/50B, 20442/5655, STRT, /1DVF5311GL-, 50, 700, 700, 10
20442/20500/50B, 20442/20500, STRT, /1DVF5314GL-, 0, 800, 1000, 10
20442/20500/40C, 20442/20500, BRCO, /1DVF5314GL-, 40, 1000, 800, 10
20442/20499/50A, 20442/20499, STRT, /1DVF5314GL-, 50, 800, 1000, 10
20442/20499/50B, 20442/20499, STRT, /1DVF5314GL-, 50, 800, 1000, 10
20442/7128/50A, 20442/7128, STRT, /1DVF5314GL-, 50, 800, 1000, 10
20442/7128/50B, 20442/7128, STRT, /1DVF5314GL-, 50, 800, 1000, 10
20442/7128/40C, 20442/7128, BRCO, /1DVF5314GL-, 40, 1000, 800, 10
20442/7126/50A, 20442/7126, STRT, /1DVF5314GL-, 50, 800, 1000, 10
20442/7126/50B, 20442/7126, STRT, /1DVF5314GL-, 50, 800, 1000, 10
20442/7124/50A, 20442/7124, STRT, /1DVF5314GL-, 50, 800, 1000, 10
20442/7124/50B, 20442/7124, STRT, /1DVF5314GL-, 50, 800, 1000, 10
20442/7124/40C, 20442/7124, BRCO, /1DVF5314GL-, 40, 1000, 800, 10
28634/11249/50A, 28634/11249, BEND, /1DVF5314GL-, 50, 1000, 800, 10
28634/11249/50B, 28634/11249, BEND, /1DVF5314GL-, 50, 1000, 800, 10
20442/59118/50A, 20442/59118, STRT, /1DVF5314GL-, 50, 1000, 800, 10
20442/59118/50B, 20442/59118, STRT, /1DVF5314GL-, 50, 1000, 800, 10
20442/59120/50A, 20442/59120, STRT, /1DVF5314GL-, 50, 1000, 800, 10
20442/59120/50B, 20442/59120, STRT, /1DVF5314GL-, 50, 1000, 800, 10
20442/59123/50A, 20442/59123, STRT, /1DVF5314GL-, 50, 1000, 800, 10
20442/59123/50B, 20442/59123, STRT, /1DVF5314GL-, 50, 1000, 800, 10
20442/59124/50A, 20442/59124, STRT, /1DVF5314GL-, 50, 1000, 800, 10
20442/59124/50B, 20442/59124, STRT, /1DVF5314GL-, 50, 1000, 800, 10
20442/59127/50A, 20442/59127, STRT, /1DVF5314GL-, 50, 1000, 800, 10
20442/59127/50B, 20442/59127, STRT, /1DVF5314GL-, 50, 1000, 800, 10
20442/59130/50A, 20442/59130, STRT, /1DVF5314GL-, 50, 1000, 800, 10
20442/59130/50B, 20442/59130, STRT, /1DVF5314GL-, 50, 1000, 800, 10
20442/59133/50A, 20442/59133, STRT, /1DVF5314GL-, 50, 1000, 800, 10
20442/59133/50B, 20442/59133, STRT, /1DVF5314GL-, 50, 1000, 800, 10
20442/59136/50A, 20442/59136, STRT, /1DVF5314GL-, 50, 1000, 800, 10
20442/59136/50B, 20442/59136, STRT, /1DVF5314GL-, 50, 1000, 800, 10
20442/69325/50A, 20442/69325, STRT, /1DVF5314GL-, 50, 1000, 800, 10
20442/69325/50B, 20442/69325, STRT, /1DVF5314GL-, 50, 1000, 800, 10
20442/59143/50A, 20442/59143, STRT, /1DVF5314GL-, 50, 1000, 800, 10
20442/59143/50B, 20442/59143, STRT, /1DVF5314GL-, 50, 1000, 800, 10
20442/30342/50B, 20442/30342, STRT, /1DVF5317GL-, 0, 600, 500, 10
20442/30342/40C, 20442/30342, BRCO, /1DVF5317GL-, 40, 600, 400, 10
20442/7146/50A, 20442/7146, STRT, /1DVF5318GL-, 50, 500, 600, 10
20442/7146/50B, 20442/7146, STRT, /1DVF5318GL-, 50, 500, 600, 10
20442/7146/40C, 20442/7146, BRCO, /1DVF5318GL-, 40, 600, 400, 10
20442/23925/50A, 20442/23925, STRT, /1DVF5318GL-, 50, 500, 600, 10
20442/23925/50B, 20442/23925, STRT, /1DVF5318GL-, 50, 500, 600, 10
20442/20519/50A, 20442/20519, BEND, /1DVF5318GL-, 50, 600, 500, 10
20442/20519/50B, 20442/20519, BEND, /1DVF5318GL-, 50, 600, 500, 10
36826/881/50A, 36826/881, TAPE, /1DVF5318GL-, 50, 600, 500, 10
36826/881/50B, 36826/881, TAPE, /1DVF5318GL-, 50, 1000, 800, 10
20442/36641/50A, 20442/36641, STRT, /1DVF5318GL-, 50, 1000, 800, 10
20442/36641/50B, 20442/36641, STRT, /1DVF5318GL-, 50, 1000, 800, 10
20442/36641/50C, 20442/36641, BRCO, /1DVF5318GL-, 50, 1000, 800, 10
20442/69883/50A, 20442/69883, OFST, /1DVF5318GL-, 50, 800, 1000, 10
20442/69883/50B, 20442/69883, OFST, /1DVF5318GL-, 50, 800, 1000, 10
20442/23344/50A, 20442/23344, STRT, /1DVF5318GL-, 50, 1000, 800, 10
